decision_id,cluster_id,document_category,decision_date,title,applicant,sanction_strength,sanction_types,monetary_amount,case_type,violated_articles
10207,7,privacy_impact_review,2025-12-10,「경찰공무원 임용령 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,경찰청장,0,,,,
10209,3,privacy_impact_review,2025-12-10,「경찰공무원 임용령」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,경찰청장,0,,,,
1021,6,other,2017-07-10,부산광역시 남구의 쓰레기 무단투기 단속을 위한 시민 봉사단 운영에 관한 건,부산광역시 남구청장,0,,,유출·침해;영상정보 처리;처리위탁,제15조;제17조;제25조;제2조;제3조;제68조;제8조
10211,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,건강보험심사평가원 (사업자등록번호 : ),2,공표명령;개선권고,,유출·침해;안전조치 미흡,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
10213,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,대검찰청 (사업자등록번호 : ),2,공표명령;개선권고,,유출·침해;안전조치 미흡,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
10215,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,국가보훈부 (사업자등록번호 : ),2,공표명령;개선권고,,유출·침해;안전조치 미흡,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
10217,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,공무원연금공단 (사업자등록번호 : ),2,공표명령;개선권고,,유출·침해;안전조치 미흡,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
10219,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,국립장기조직혈액관리원 (사업자등록번호 : ),2,공표명령;개선권고,,유출·침해;안전조치 미흡,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
10221,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,국민건강보험공단 (사업자등록번호 : ),2,공표명령;개선권고,,유출·침해;안전조치 미흡,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
10223,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,국군재정관리단 (사업자등록번호 : ),2,공표명령;개선권고,,유출·침해;안전조치 미흡,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
10225,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,국가생명윤리정책원 (사업자등록번호 : ),2,공표명령;개선권고,,유출·침해;안전조치 미흡,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
10227,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,국민권익위원회 (사업자등록번호 : ),2,공표명령;개선권고,,유출·침해;안전조치 미흡,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
10229,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,국방부 (사업자등록번호 : ),2,공표명령;개선권고,,유출·침해;안전조치 미흡,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
1023,11,other,2017-06-26,「개인정보보호위원회 운영규칙」중 일부개정에 관한 건,,0,,,,
10231,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,근로복지공단 (사업자등록번호 : ),2,공표명령;개선권고,,유출·침해;안전조치 미흡,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
10233,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,국민연금공단 (사업자등록번호 : ),2,공표명령;개선권고,,유출·침해;안전조치 미흡,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
10235,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,경찰청 (사업자등록번호 : ),2,공표명령;개선권고,,유출·침해;안전조치 미흡,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
10237,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,병무청 (사업자등록번호 : ),2,공표명령;개선권고,,유출·침해;안전조치 미흡,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
10239,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,한국사회복지협의회 (사업자등록번호 : ),2,공표명령;개선권고,,유출·침해;안전조치 미흡,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
10241,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,법무부 (사업자등록번호 : ),2,공표명령;개선권고,,유출·침해;안전조치 미흡,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
10243,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,국토교통부 (사업자등록번호 : ),2,공표명령;개선권고,,유출·침해;안전조치 미흡,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
10245,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,농림축산검역본부 (사업자등록번호 : ),2,공표명령;개선권고,,유출·침해;안전조치 미흡,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
10247,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,소방청 (사업자등록번호 : ),2,공표명령;개선권고,,유출·침해;안전조치 미흡,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
10249,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,질병관리청 (사업자등록번호 : ),2,공표명령;개선권고,,유출·침해;안전조치 미흡,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
1025,11,other,2017-04-10,「선거관리위원회 개인정보 보호에 관한 규칙」에 대한 개선권고에 관한 건,,1,개선권고,,민감정보·고유식별정보;정보주체 권리보장,제24조의2;제5조
10251,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,인천공항출입국ㆍ외국인청 (사업자등록번호 : ),2,공표명령;개선권고,,유출·침해;안전조치 미흡,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
10253,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,한국관세정보원 (사업자등록번호 : ),1,개선권고,,유출·침해;안전조치 미흡,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
10255,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,한국노인인력개발원 (사업자등록번호 : ),2,공표명령;개선권고,,유출·침해;안전조치 미흡,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
10257,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,한국건강증진개발원 (사업자등록번호 : ),2,공표명령;개선권고,,유출·침해;안전조치 미흡,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
10259,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,한국교통안전공단 (사업자등록번호 : ),2,공표명령;개선권고,,유출·침해;안전조치 미흡,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
10261,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,한국자활복지개발원 (사업자등록번호 : ),2,공표명령;개선권고,,유출·침해;안전조치 미흡,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
10263,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,한국에너지공단 (사업자등록번호 : ),2,공표명령;개선권고,,유출·침해;안전조치 미흡,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
10265,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,한국과학기술기획평가원 (사업자등록번호 : ),2,공표명령;개선권고,,유출·침해;안전조치 미흡,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
10267,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,한국산업안전보건공단 (사업자등록번호 : ),2,공표명령;개선권고,,유출·침해;안전조치 미흡,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
10269,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,한국지역정보개발원 (사업자등록번호 : ),1,개선권고,,유출·침해;안전조치 미흡,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
1027,11,other,2013-07-08,의료인의 실태 등 신고서 양식 수정요청에 대한 심의ㆍ의결 요청 건,,0,,,,제16조;제3조
10271,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,한국전력공사 (사업자등록번호 : ),2,공표명령;개선권고,,유출·침해;안전조치 미흡,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
10273,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,한국토지주택공사 (사업자등록번호 : ),2,공표명령;개선권고,,유출·침해;안전조치 미흡,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
10275,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,한국재정정보원 (사업자등록번호 : ),2,공표명령;개선권고,,유출·침해;안전조치 미흡;정보주체 권리보장,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
10277,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,해양경찰청 (사업자등록번호 : ),2,공표명령;개선권고,,유출·침해;안전조치 미흡,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
10279,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,한국장애인고용공단 (사업자등록번호 : ),2,공표명령;개선권고,,유출·침해;안전조치 미흡,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
10281,4,enforcement,2025-11-20,공공시스템 운영기관 실태점검 결과 및 시정조치에 관한 건,한국특허정보원 (사업자등록번호 : ),2,공표명령;개선권고,,유출·침해;안전조치 미흡,제29조;제2조;제30조;제30조의2;제3조;제63조의2;제66조;제6조
10283,11,data_provision_request,2025-12-10,한국교통안전공단의 자동차사고 조사를 위한 소방청 보유 개인정보 제공 요청에 관한 건,한국교통안전공단,0,,,목적 외 이용,
10289,2,enforcement,2025-09-24,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,㈜스마트레이저 (사업자등록번호 : )대표자,4,과태료,1800000.0,유출·침해;동의·고지 위반;안전조치 미흡;민감정보·고유식별정보;처리위탁,제21조;제24조;제29조;제2조;제30조;제34조;제4조;제60조의2;제63조;제64조의2;제6조;제75조;제7조
1029,11,public_system_inspection,2017-04-24,2018년 개인정보 보호 시행계획 의결 건,47개 중앙행정기관의 장,0,,,유출·침해;동의·고지 위반;안전조치 미흡;민감정보·고유식별정보;정보주체 권리보장,제10조;제12조;제29조
10291,2,enforcement,2025-09-24,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사)전국재해구호협회 (사업자등록번호 : )대표자,4,과태료,1200000.0,유출·침해;동의·고지 위반;목적 외 이용;처리위탁,제26조;제28조;제63조;제6조;제75조;제7조
10293,7,privacy_impact_review,2025-12-24,「해상풍력 보급 촉진 및 산업 육성에 관한 특별법 시행규칙」 제정안에 대한 개인정보 침해요인 평가에 관한 건,기후에너지환경부장관,1,개선권고,,,제18조
